Signal,GPIO MUX 1,Signal Type 1,Default Value 1,GPIO MUX 2,Signal Type 2,Default Value 2,GPIO MUX 3,Signal Type 3,Default Value 3,GPIO MUX 4,Signal Type 4,Default Value 4,GPIO MUX 5,Signal Type 5,Default Value 5,GPIO MUX 6,Signal Type 6,Default Value 6,GPIO MUX 7,Signal Type 7,Default Value 7,GPIO MUX 8,Signal Type 8,Default Value 8,GPIO MUX 9,Signal Type 9,Default Value 9,GPIO MUX 10,Signal Type 10,Default Value 10,GPIO MUX 11,Signal Type 11,Default Value 11,GPIO MUX 12,Signal Type 12,Default Value 12,GPIO MUX 13,Signal Type 13,Default Value 13,GPIO MUX 14,Signal Type 14,Default Value 14,GPIO MUX 15,Signal Type 15,Default Value 15,GPIO MUX 16,Signal Type 16,Default Value 16,GPIO MUX 17,Signal Type 17,Default Value 17,GPIO MUX 18,Signal Type 18,Default Value 18,GPIO MUX 19,Signal Type 19,Default Value 19,GPIO MUX 20,Signal Type 20,Default Value 20,GPIO MUX 21,Signal Type 21,Default Value 21,GPIO MUX 22,Signal Type 22,Default Value 22,GPIO MUX 23,Signal Type 23,Default Value 23,GPIO MUX 24,Signal Type 24,Default Value 24,GPIO MUX 25,Signal Type 25,Default Value 25,GPIO MUX 26,Signal Type 26,Default Value 26,GPIO MUX 27,Signal Type 27,Default Value 27,GPIO MUX 28,Signal Type 28,Default Value 28,GPIO MUX 29,Signal Type 29,Default Value 29,GPIO MUX 30,Signal Type 30,Default Value 30,GPIO MUX 31,Signal Type 31,Default Value 31,IO Buffer
DP6_22,T1S2ED,I/O,,MSC1SO,I/O,,MCPWM9C,I/O,,MCPWM6E,I/O,,SPI3CS0,I/O,,CAN4TX,I/O,,MIBSPI0CS8,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP6_23,T1S3TX,I/O,,MSC1CS0,I/O,,MCPWM9D,I/O,,MCPWM6F,I/O,,SPI3CS1,I/O,,CAN4RX,I/O,,MIBSPI0CS9,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP6_24,T1S3RX,I/O,,MSC1CS1,I/O,,MCPWM9E,I/O,,MCPWM7A,I/O,,SPI3CS2,I/O,,CAN5TX,I/O,,MIBSPI0CS10,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP6_25,T1S3ED,I/O,,MSC0CS3,I/O,,MCPWM9F,I/O,,MCPWM7B,I/O,,SPI3CS3,I/O,,CAN5RX,I/O,,MIBSPI0CS11,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP6_26,T1SMDC,I/O,,MSC1CS2,I/O,,ADC6EXTMUXSEL2,O,,MCPWM7C,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP6_27,T1SMDIO,I/O,,MSC1CS3,I/O,,ADC6EXTMUXSEL3,O,,MCPWM7D,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_0,LPD_A_PWM1A,O,,LPD_CAN0TX,O,,MSC0CLK,I/O,,MCPWM7E,I/O,,SPI2CS4,I/O,,SPI6CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_1,LPD_A_PWM1B,O,,LPD_CAN0RX,O,,MSC0SI,I/O,,MCPWM7F,I/O,,SPI2CS5,I/O,,SPI6CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_2,LPD_A_PWM2A,O,,LPD_B_PWM4A,O,,MSC0SO,I/O,,MCPWM8A,I/O,,EPWM21A,O,,SPI5CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_3,LPD_A_PWM2B,O,,LPD_B_PWM4B,O,,MSC0CS0,I/O,,MCPWM8B,I/O,,EPWM21B,O,,SPI5CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_4,LPD_B_PWM3A,O,,LPD_A_PWM1A,O,,MSC0CS1,I/O,,MCPWM8C,I/O,,EPWM22A,O,,SPI4CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_5,LPD_B_PWM3B,O,,LPD_A_PWM1B,O,,MSC0CS2,I/O,,MCPWM8D,I/O,,EPWM22B,O,,SPI4CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_6,LPD_B_PWM4A,O,,LPD_A_PWM2A,O,,MSC0CS3,I/O,,MCPWM8E,I/O,,EPWM23A,O,,SPI5CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_7,LPD_B_PWM4B,O,,LPD_A_PWM2B,O,,PSI5_0_TX,I/O,,MCPWM8F,I/O,,EPWM23B,O,,SPI5CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_8,LPD_CAN0TX,O,,LPD_B_PWM3A,O,,PSI5_0_RX,I/O,,MCPWM9A,I/O,,EPWM24A,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_9,LPD_CAN0RX,O,,LPD_B_PWM3B,O,,PSI5_1_TX,I/O,,MCPWM9B,I/O,,EPWM24B,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_10,SDFM8CLK,I,,,,,PSI5_1_RX,I/O,,MCPWM9C,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_11,SDFM8DATA,I,,SPI8CS4,I/O,,,,,MCPWM9D,I/O,,CAN9TX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_12,SDFM9CLK,I,,SPI8CS5,I/O,,,,,MCPWM9E,I/O,,CAN9RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_13,SDFM9DATA,I,,FSI3RXCLK,I/O,,,,,MCPWM9F,I/O,,CAN10TX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_14,SDFM10CLK,I,,FSI3RXD0,I/O,,,,,MCPWM10A,I/O,,CAN10RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP7_15,SDFM10DATA,I,,FSI3RXD1,I/O,,,,,MCPWM10B,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_0,SDFM4CLK,I,,CAN0TX,I/O,,I2C0SDA,I/O,,MCPWM10C,I/O,,CAN11TX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_1,SDFM4DATA,I,,CAN0RX,I/O,,I2C0SCL,I/O,,MCPWM10D,I/O,,CAN11RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_2,SDFM5CLK,I,,CAN1TX,I/O,,I2C1SDA,I/O,,MCPWM10E,I/O,,SPI7CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_3,SDFM5DATA,I,,CAN1RX,I/O,,I2C1SCL,I/O,,MCPWM10F,I/O,,SPI7CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_4,SDFM6CLK,I,,CAN2TX,I/O,,I2C2SDA,I/O,,SPI3CS4,I/O,,RDC0PWM_N,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_5,SDFM6DATA,I,,CAN2RX,I/O,,I2C2SCL,I/O,,SPI3CS5,I/O,,RDC0PWM_P,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_6,SDFM7CLK,I,,CAN3TX,I/O,,I2C3SDA,I/O,,SPI8CS4,I/O,,RDC1PWM_N,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_7,SDFM7DATA,I,,CAN3RX,I/O,,I2C3SCL,I/O,,SPI8CS5,I/O,,RDC1PWM_P,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_8,LPD_LIN0TX,O,,CAN4TX,I/O,,SDFM1CLK,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_9,LPD_LIN0RX,O,,CAN4RX,I/O,,SDFM1DATA,I,,MIBSPI1CS0,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_10,SPI6CS4,I/O,,CAN5TX,I/O,,SDFM2CLK,I,,MIBSPI1CS1,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_11,SPI6CS5,I/O,,CAN5RX,I/O,,SDFM2DATA,I,,MIBSPI1CS2,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_12,SENT4TXRX,I/O,,CAN6TX,I/O,,SDFM3CLK,I,,MIBSPI1CS3,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_13,SENT5TXRX,I/O,,CAN6RX,I/O,,SDFM3DATA,I,,MIBSPI1CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_14,LPD_LIN0TX,O,,CAN7TX,I/O,,SDFM4CLK,I,,MIBSPI1CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP2_15,LPD_LIN0RX,O,,CAN7RX,I/O,,SDFM4DATA,I,,MIBSPI1CS6,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_0,SDFM0CLK,I,,CAN8TX,I/O,,MIBSPI1CS4,I/O,,MIBSPI1CS7,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_1,SDFM0DATA,I,,CAN8RX,I/O,,MIBSPI1CS5,I/O,,MIBSPI1CS8,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_2,SDFM1CLK,I,,CAN9TX,I/O,,MIBSPI1CS6,I/O,,MIBSPI1CS9,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_3,SDFM1DATA,I,,CAN9RX,I/O,,MIBSPI1CS7,I/O,,MIBSPI1CS10,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_4,SDFM2CLK,I,,CAN10TX,I/O,,MIBSPI1CS8,I/O,,MIBSPI1CS11,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_5,SDFM2DATA,I,,CAN10RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_6,SDFM3CLK,I,,CAN11TX,I/O,,MIBSPI1CS9,I/O,,SPI8CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_7,SDFM3DATA,I,,CAN11RX,I/O,,MIBSPI1CS10,I/O,,SPI8CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_8,CAN6TX,I/O,,LIN0TX,I/O,,SDFM5CLK,I,,MIBSPI1CS11,I/O,,SPI9CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_9,CAN6RX,I/O,,LIN0RX,I/O,,SDFM5DATA,I,,SPI7CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_10,CAN7TX,I/O,,LIN1TX,I/O,,SDFM6CLK,I,,SPI7CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_11,CAN7RX,I/O,,LIN1RX,I/O,,SDFM6DATA,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_12,CAN8TX,I/O,,LIN2TX,I/O,,SDFM8CLK,I,,SPI4CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_13,CAN8RX,I/O,,LIN2RX,I/O,,SDFM8DATA,I,,SPI4CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_14,CAN9TX,I/O,,SPI3CS4,I/O,,SPI4CS4,I/O,,LIN1TX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_15,CAN9RX,I/O,,SPI3CS5,I/O,,SPI4CS5,I/O,,LIN1RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_16,CAN10TX,I/O,,LIN4TX,I/O,,MIBSPI0CS10,I/O,,,,,SPI9CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_17,CAN10RX,I/O,,LIN4RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_18,CAN11TX,I/O,,LIN5TX,I/O,,MIBSPI0CS0,I/O,,SPI7CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_19,CAN11RX,I/O,,LIN5RX,I/O,,MIBSPI0CS1,I/O,,SPI7CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_20,SPI5CS4,I/O,,LIN6TX,I/O,,MIBSPI0CS2,I/O,,LIN3TX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_21,SPI5CS5,I/O,,LIN6RX,I/O,,MIBSPI0CS3,I/O,,LIN3RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_22,SPI6CS4,I/O,,LIN7TX,I/O,,MIBSPI0CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_23,SPI6CS5,I/O,,LIN7RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_24,SDFM11CLK,I,,UART0TX,I/O,,SDFM9CLK,I,,I2C0SDA,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_25,SDFM11DATA,I,,UART0RX,I/O,,SDFM9DATA,I,,I2C0SCL,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_26,LIN4TX,I/O,,UART1TX,I/O,,SDFM10CLK,I,,I2C1SDA,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_27,LIN4RX,I/O,,UART1RX,I/O,,SDFM10DATA,I,,I2C1SCL,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_28,LIN5TX,I/O,,LIN3TX,I/O,,MIBSPI0CS11,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_29,LIN5RX,I/O,,LIN3RX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_30,LIN6TX,I/O,,SPI6CS4,I/O,,MIBSPI0CS5,I/O,,I2C2SDA,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP0_31,LIN6RX,I/O,,SPI6CS5,I/O,,MIBSPI0CS6,I/O,,I2C2SCL,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_0,LIN7TX,I/O,,SPI7CS4,I/O,,MIBSPI0CS7,I/O,,I2C3SDA,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_1,LIN7RX,I/O,,SPI7CS5,I/O,,MIBSPI0CS8,I/O,,I2C3SCL,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_2,UART1TX,I/O,,SENT4TXRX,I/O,,MIBSPI0CS9,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_3,UART1RX,I/O,,SENT5TXRX,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_4,SENT0TXRX,I/O,,MIBSPI1CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_5,SENT1TXRX,I/O,,MIBSPI1CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_6,SENT2TXRX,I/O,,MIBSPI1CS6,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_7,SENT3TXRX,I/O,,MIBSPI1CS7,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_8,SENT4TXRX,I/O,,MIBSPI1CS8,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_9,SENT5TXRX,I/O,,MIBSPI1CS9,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_10,SPI5CS4,I/O,,MIBSPI1CS10,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_11,SPI5CS5,I/O,,MIBSPI1CS11,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_12,MIBSPI0CS4,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_13,MIBSPI0CS5,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_14,MIBSPI0CS6,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1_15,MIBSPI0CS7,I/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
